"protein","species","quant","Intensity.03_1x_dda","Intensity.04_2x_dda","Intensity.08_2x_dda","Intensity.11_1x_dda","Intensity.15_1x_dda","Intensity.16_2x_dda","Intensity.19_1x_dda","Intensity.20_2x_dda","Intensity.23_1x_dda","Intensity.24_2x_dda","Intensity.28_2x_dda","Intensity.31_1x_dda","Intensity.35_1x_dda","Intensity.36_2x_dda","Intensity.39_1x_dda","Intensity.40_2x_dda"
"sp|P06610|BTUE_ECOLI","ecoli","dda",NA,8076052.00879194,3374953.93938428,3958202.74013579,1534378.06680528,6218985.6592563,3031872.2123896,3925166.52710489,1847072.30105005,3355335.86825481,4105255.24160846,2548137.55804991,2084589.79251446,3552381.00835804,NA,3891913.61600047
"sp|P06720|AGAL_ECOLI","ecoli","dda",6651600,8673724.17797235,51157774.5037067,3806524.07302654,7151049.87657408,5568621.04504884,NA,37361969.5504178,33751067.6930159,11559388.3235083,56270176.8076504,24960457.4269572,6029578.35742738,11204612.8589314,32931239.7746808,56341784.253056
"sp|P06959|ODP2_ECOLI","ecoli","dda",98368500,226662143.165617,244877627.422338,127923721.628996,95654804.662658,198704410.782056,106795241.672426,222971081.203271,103803384.620282,256977072.0549,240778679.262774,103068281.828598,100647687.860612,265119845.721005,127352917.792229,227477546.238471
"sp|P06971|FHUA_ECOLI","ecoli","dda",22317540,34237827.6027829,52020788.8249102,22891504.1018827,21124516.5909033,40698210.8068221,6215988.111748,18754881.1422538,19471149.8028641,37246409.0514199,36956981.3881579,16032692.703614,9953967.01929501,33655855.8750151,10155745.036649,47320919.2143436
"sp|P06986|HIS8_ECOLI","ecoli","dda",NA,NA,1698989.33750132,NA,1909315.04646245,NA,1856562.13309973,4028570.99976154,3084216.21421891,NA,1868201.88112911,NA,NA,1044311.41701855,969649.002662806,NA
"sp|P06987|HIS7_ECOLI","ecoli","dda",4434500,9742765.92277304,14705131.1482671,6774002.14463683,1827043.20391019,8138053.35866962,3668108.22652641,7575092.20585378,4389236.00432116,7648355.621174,7561029.64695768,NA,2886333.12158629,3510882.44221385,5466735.76341662,14404636.2165268
"sp|P06988|HISX_ECOLI","ecoli","dda",5809440,8314575.05713152,34279934.8420362,8282324.39475519,8421789.53397352,4010402.80212391,941660.057222881,2218404.24753146,10062598.755376,26332898.3472705,13459673.5585056,4835213.16840976,3756752.99716523,1301706.27352789,4925861.45314537,5975825.27333809
"sp|P07004|PROA_ECOLI","ecoli","dda",NA,4133271.47793203,2283699.54664071,NA,NA,3423869.80729364,2051025.83243269,NA,3428368.12148277,3926626.23594369,3969569.83013369,2583490.28554074,1803792.40187083,3419378.10386591,3733985.35571011,2782439.25439066
"sp|P07012|RF2_ECOLI","ecoli","dda",4979100,7362775.30497006,7888746.72512343,3825730.44294842,3330122.88606604,6203686.07775082,3684758.56915082,9534228.65365101,2352641.52814614,8383868.79736441,3739383.52031413,3652173.18824108,4841334.32144188,10707563.7829393,NA,NA
"sp|P07014|SDHB_ECOLI","ecoli","dda",22492500,23683100.8408566,30146817.6851875,978421.321533981,4512520.3287292,12746169.6190316,4378438.96434868,28455565.7762789,19746365.2726175,4312211.79428458,3790145.82719528,2209992.911437,1914903.32022805,1900426.83657319,1655817.38306865,6015240.94457734
"sp|P07023|TYRA_ECOLI","ecoli","dda",8201100,8950017.9241268,10697174.0927285,8763082.37438296,NA,9657713.71397353,13177257.3026793,NA,11458296.474819,11700602.4915093,17844493.9577174,23483329.476561,15917735.8796238,20087380.9420953,11811367.1582338,20135367.6796135
"sp|P07395|SYFB_ECOLI","ecoli","dda",3151600,4504101.13249017,5150220.09334441,1078914.30841132,2363002.80039881,NA,2186493.35554818,4644121.85243796,1678517.40853404,4605980.88200243,4481024.01644565,NA,976072.176734958,4958352.42932321,3917238.25830562,5105916.29016944
"sp|P07650|TYPH_ECOLI","ecoli","dda",NA,1063780.04643457,1060235.94122077,NA,1032329.260459,3571128.27928388,1376861.70785085,1849006.48098404,NA,NA,2621229.30983145,584040.622744152,NA,2167781.34895714,650855.341051129,2210451.31877065
"sp|P07862|DDLB_ECOLI","ecoli","dda",3384240,7218056.76712852,5210686.59134528,2112207.6183407,2675721.62024885,7255767.68442957,2291428.26045064,4881615.86484043,2339246.64805757,6147886.93260767,8241457.39902622,5897113.77327013,2544429.82735759,7574743.65294058,4505561.10915301,8290272.53716025
"sp|P07913|TDH_ECOLI","ecoli","dda",7613900,18186809.3255937,10636837.4778516,6296648.71713457,6997826.6152722,14833444.4481889,2013139.6623973,11774860.6593698,7279040.85915474,11296152.0288718,19978319.9855454,5480285.0518555,6303458.09860855,14922749.5151108,5762127.33618858,12981269.7821389
"sp|P08142|ILVB_ECOLI","ecoli","dda",1488700,4947088.10281604,6302401.47880122,NA,873313.273933696,8233528.63171824,2842860.76630896,3701207.57169244,1746000.87805391,7225694.52837726,4182196.85140945,802609.590495197,NA,4047666.39528895,1513667.02282408,5036299.00070791
"sp|P08200|IDH_ECOLI","ecoli","dda",144348150,286164135.553569,220147266.619584,124606079.501358,183258528.965009,244425378.574743,126721647.554248,158245547.549035,143411026.904044,208155201.345329,302019794.879235,96515536.5109399,122629335.269405,207171237.582617,127277898.330133,168924510.067815
"sp|P08244|PYRF_ECOLI","ecoli","dda",536440,3465756.26695406,5924087.36125627,377963.985106987,NA,3587310.52895314,1732977.72604701,NA,NA,2662459.55668864,3479506.04986598,735398.902872747,365513.089001757,2373406.7442016,2647355.19807131,5079431.006664
"sp|P08312|SYFA_ECOLI","ecoli","dda",1086750,1109093.96742576,1501992.06106188,487003.571802862,1287095.58744204,NA,NA,NA,801168.671141036,2004270.67897661,1922923.0094274,1264747.82942406,214154.306581749,1875372.07726364,691596.649656939,841734.456610092
"sp|P08331|CPDB_ECOLI","ecoli","dda",4745700,3022201.64452231,4863414.54043659,NA,NA,5285416.96470077,NA,5356519.82096841,NA,3999795.89364922,NA,3382953.64342684,NA,5042698.26501127,NA,NA
"sp|P08390|USG_ECOLI","ecoli","dda",14790900,32681369.1939839,41125602.0058638,14306162.8281216,13180658.438653,32441879.9142063,12535149.6311939,31562407.801888,14864817.0484138,28554595.2266928,23575739.3184812,10924209.4514023,8769192.01106354,33599832.8107204,9962240.90615123,33639074.2678146
"sp|P08506|DACC_ECOLI","ecoli","dda",NA,3903154.04731426,6393201.59003469,3992248.26139096,2861530.53847203,7204484.66411409,NA,2914829.16744015,3404717.62061379,2749368.97128074,5164133.55076452,2460466.93861022,1736656.51180742,4937914.38549719,2678792.29697155,7704995.88952243
"sp|P08660|AK3_ECOLI","ecoli","dda",696840,1474869.33496417,2303122.97745723,NA,541525.156017008,4821942.62303717,1731048.46720388,5843227.0193411,NA,2000803.02604809,2594730.7471199,686236.663391098,722139.345139498,874136.171902759,1397047.10159321,3326508.60936925
"sp|P08839|PT1_ECOLI","ecoli","dda",43637010,90893219.3418911,64193659.5498687,39979127.3173773,63169580.2192002,64399175.0064986,36220185.1236675,80183493.4922821,40706849.6882754,87111367.2092002,58031107.3987665,38711472.098909,37763438.2125501,67097900.7626137,34492169.8396714,79864340.2000738
"sp|P09151|LEU1_ECOLI","ecoli","dda",2288900,10456806.7736605,4444718.57888403,1536650.47176965,1848358.91829441,4613206.31343981,3709209.82796702,7109688.0102219,158012.920379793,4704012.95693129,6501619.23814878,1355894.37650672,NA,6297614.90521159,1668607.01026098,7969336.83274256
"sp|P09372|GRPE_ECOLI","ecoli","dda",14185800,33946796.7346486,28229624.6993644,13637837.5060476,17596986.7158508,32212974.6370666,11559755.5044893,32258160.1723811,14190724.745619,50110856.1877743,23945761.4170677,13596058.0060248,14251449.6161092,31792985.2408024,17932619.4155238,34122504.9161048
"sp|P09373|PFLB_ECOLI","ecoli","dda",4353300,12268381.1385097,18120112.7049571,4310749.98265055,8017775.34535173,9886030.54567069,6595255.23606172,12028748.0637788,3982882.2192113,16653021.5292948,11305627.7438697,6145138.63733448,4623489.5815112,16438100.7817905,3231187.03479009,8611658.70639209
"sp|P09551|ARGT_ECOLI","ecoli","dda",1418600,7528267.72660979,3162772.14499343,3261795.73294379,1637864.66121064,7433095.71853251,2964348.15288002,5846135.7955638,2365368.25507115,4316464.57617804,4975344.59393609,2004357.40887245,NA,5490675.28653781,1905947.34388362,3821989.19143837
"sp|P09831|GLTB_ECOLI","ecoli","dda",5514200,11159385.4185638,13176879.0810435,8117039.25897879,3713780.50434932,13406258.2941767,7964008.46471681,10652173.9198202,1434832.40473737,8486698.88263461,16560005.3957562,4435716.98591948,5749076.85444513,13664025.3814668,1641075.14103779,13828450.7678657
"sp|P09832|GLTD_ECOLI","ecoli","dda",10383940,49835728.5028334,28030785.4440755,8424575.97442723,12959335.9501059,39251811.9091117,20294111.4332136,NA,10553320.1343929,23922552.4248816,31925127.8110899,7979185.01155887,18199437.8697271,30406134.2841881,16699289.3050666,26578795.9057261
"sp|P0A6A6|LEUC_ECOLI","ecoli","dda",45133200,74643741.1553741,59023496.4932118,23962059.6478341,19174425.3021818,128846455.427923,29898479.2193706,84225044.6957658,20742549.8226728,75180024.038548,62471585.4216656,30013740.3106381,30371235.95636,81078549.8291192,19839933.5897944,99930909.6171606
"sp|P0A6A8|ACP_ECOLI","ecoli","dda",6338860,1015911.69096688,8156246.922782,3623323.94916897,4589516.87903007,11298961.6088378,2321681.27593277,4279953.15759724,NA,5157206.84280933,NA,NA,5657882.2366052,7160992.57384146,2850602.87661331,9832213.5960398
"sp|P0A6B7|ISCS_ECOLI","ecoli","dda",9433800,40407878.5021885,54145086.3557314,29378349.8844845,13791481.7519725,48738876.4447549,19216075.1439998,44568168.401786,22063584.077489,55908379.3197741,44168102.3034065,16650635.3956999,29202071.5730217,62149601.360939,18063346.978963,35985893.5712363
"sp|P0A6C8|ARGB_ECOLI","ecoli","dda",1131500,17837375.7888729,19348004.1441498,7969176.0382171,10949777.7305505,18989575.7641525,11674392.6241536,19161739.9112531,5555958.69517162,10386220.2722045,26161743.6312945,4560435.90730998,9161498.23795383,21923962.2346556,14031275.4420037,18977529.7775013
"sp|P0A6D3|AROA_ECOLI","ecoli","dda",3305210,10265639.010616,17693116.0310252,5557990.04408141,3587955.94993207,9024399.30646304,NA,6694556.88341008,1121118.58603583,15530178.0637303,11796383.2536861,3308122.29059254,4343069.7027114,12212405.537743,5899044.68866591,15731644.1320305
"sp|P0A6D7|AROK_ECOLI","ecoli","dda",11119400,14350791.0561874,15554802.9303686,12653076.6736593,4897944.7913072,13287686.5375093,NA,6048909.44438319,11239396.7717088,11258967.4487263,14862607.5031895,12173188.4383484,6594621.76042307,14727841.1245731,9446555.32729695,9789317.06032747
"sp|P0A6E4|ASSY_ECOLI","ecoli","dda",4149100,14306143.0347819,20204134.6597813,10930138.5014492,9478110.01589162,14037954.4767203,8324332.50401283,16076957.5064774,5132052.63251102,13597365.0251329,15525433.398742,6704339.09423975,9414023.05240206,16879635.1509232,9992506.43614835,17982289.1976285
"sp|P0A6E6|ATPE_ECOLI","ecoli","dda",NA,19337287.314816,23978609.0885929,6180060.41658798,11332249.0390931,27312268.5915483,9236955.81763294,12814739.7521171,11684779.1860553,10478200.3113619,18697981.8008764,16989656.0891172,8813779.22072572,19636084.0352772,13012440.0715585,19117962.1833166
"sp|P0A6F1|CARA_ECOLI","ecoli","dda",18320700,41760418.8083338,32560046.1291275,19419330.5272518,13133332.2521872,32909841.1523691,2993986.04235421,19990018.1441006,4007858.42080164,42387804.2692407,26803349.3926916,19712654.4732828,15713471.3630479,31508097.5842225,10788392.2443309,18462505.1651995
"sp|P0A6F3|GLPK_ECOLI","ecoli","dda",20077270,26606924.0088738,32677283.3598735,17709036.1572459,23465774.5861606,34610816.259649,14347842.0958172,38401377.8585742,16519450.6327519,35880655.4077558,43580919.694502,17595221.0876451,17563371.224979,46361368.1249664,18767557.5204768,31630093.3371783
"sp|P0A6F5|CH60_ECOLI","ecoli","dda",755516750,1297776287.55742,1441668788.72412,718831876.33566,799312168.348528,1307095207.74572,813865336.327893,1456923605.83291,733095476.912273,1539156550.77912,1380828503.12611,636425103.669995,696606331.582624,1662422288.84114,682842784.443609,1188765485.33387
"sp|P0A6F9|CH10_ECOLI","ecoli","dda",44707000,77462374.0216155,99818368.8351419,64683907.6211454,65132569.4712731,69001553.923796,61557966.3385597,94897327.843114,33069328.7484604,107754457.756634,78867065.604763,56162607.0368873,57634733.1962438,73186394.0183832,25198260.1773761,94541425.7264757
"sp|P0A6G7|CLPP_ECOLI","ecoli","dda",4762500,6136646.75625146,4816774.69136347,8023355.37635248,3687530.24625625,9651535.03682708,3210957.76152369,7470678.90907365,3373112.91541667,3725764.07574462,4705144.3902228,3870525.49925557,2640848.39287419,4614951.79448003,3782605.46518937,5741685.94834024
"sp|P0A6H1|CLPX_ECOLI","ecoli","dda",4109000,18365292.2473489,12299176.1592712,7394252.84273148,6003093.27734168,20677443.2492003,4087148.83930903,6233843.71995237,7597749.91817435,16357235.0963198,14293612.0604192,2131242.8976285,2764447.81114594,11291656.1014188,5839528.98838769,7181842.43489236
"sp|P0A6H5|HSLU_ECOLI","ecoli","dda",15854100,25508102.3612873,42987299.4750683,18454081.3004931,8340262.29008833,38813272.9430748,16324647.3833355,32055201.5724724,23010505.5887388,24360370.8685295,42768148.1167786,14184799.1379664,19006884.6885475,39399776.1614478,22232101.5546189,39775735.9554822
"sp|P0A6J8|DDLA_ECOLI","ecoli","dda",1263000,2114831.58603326,3559033.74876398,NA,1103217.57762667,1288151.20708109,1425694.32480053,1749469.1674674,653368.949118565,1703402.71686735,1453802.67149557,785352.410435726,770858.779038097,1522271.15258426,1146282.54095572,2236250.66721816
"sp|P0A6K3|DEF_ECOLI","ecoli","dda",NA,NA,3422656.46856285,NA,NA,NA,NA,3524495.21272961,2131620.70388177,NA,2606543.359413,NA,2792465.31177119,2774386.63956984,NA,3763633.5223309
"sp|P0A6K6|DEOB_ECOLI","ecoli","dda",1859700,3341615.11795096,6883569.42092239,4250876.82458111,1914754.40282692,9395414.15797093,4044173.89957146,9634102.24187548,4552032.0529036,NA,5618440.23436122,4424695.75192954,1111925.4253967,4633169.66501733,NA,8207776.04914833
"sp|P0A6L0|DEOC_ECOLI","ecoli","dda",1802600,5749988.34104835,4989873.47298672,NA,871836.696915961,2803942.53360044,1993986.87533144,3765099.76617947,2354444.48112719,11878346.9655182,8110582.16841315,711133.348378644,2837766.73302978,2962375.14420302,1850590.71321145,4190551.31211709
"sp|P0A6L2|DAPA_ECOLI","ecoli","dda",807180,2451056.29490552,4170665.18724177,464791.804142591,NA,NA,NA,NA,NA,1946901.74169065,1236599.59320537,412090.532784768,893009.368071399,2792666.75795635,NA,2524343.39154869
"sp|P0A6L9|HSCB_ECOLI","ecoli","dda",1584700,6069074.32287745,5640942.15093393,2280815.12739821,4151579.27994954,3276905.55802465,5165520.65179985,4303643.71076362,1576841.46600896,3193184.92785524,6113186.49157394,4869124.65760959,NA,7058802.3547114,1414571.81976896,5407420.58055801
"sp|P0A6M8|EFG_ECOLI","ecoli","dda",383263100,640235488.226976,753880262.412733,449153134.832047,383129079.432824,680030061.412504,437840541.202098,642078051.140667,373229466.295474,523674269.691799,633529340.026474,345007493.659581,374216593.951996,577398703.506835,408245378.369952,627597919.306783
"sp|P0A6P1|EFTS_ECOLI","ecoli","dda",84848170,262923945.268331,233078772.864276,130139063.69707,163646607.77482,266916366.544377,148240894.273396,252294302.980684,113210800.867952,165068130.687113,293927165.753109,150227520.360943,133624194.269322,235285146.692623,150934198.095674,225205481.570959
"sp|P0A6P5|DER_ECOLI","ecoli","dda",1633100,3400236.11427058,2882342.67271838,NA,1241561.48590368,2107076.01829796,2184955.54052829,3769135.06267339,1531661.58542517,3367330.89410817,9655373.88054474,2226477.66313137,3348632.08492566,6272923.25835579,2356220.32564733,4427352.47465317
"sp|P0A6P7|ENGB_ECOLI","ecoli","dda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P0A6P9|ENO_ECOLI","ecoli","dda",146127700,264579976.406335,263903970.106121,199203764.677922,163031224.741189,263320361.734011,127124037.824406,243376297.729125,135821008.472476,248384380.761998,304545107.905645,168057521.992148,167849213.969732,343702744.404704,172152580.130725,253989466.5474
"sp|P0A6Q3|FABA_ECOLI","ecoli","dda",NA,NA,2561413.28086846,NA,NA,NA,NA,1762752.01842654,NA,NA,NA,NA,NA,1112369.06549502,NA,4481101.11725215
"sp|P0A6Q6|FABZ_ECOLI","ecoli","dda",7328200,22355668.2240102,10400332.1166024,6775058.72977923,12950968.6803387,9404387.95096933,13222552.9450833,44018359.2544896,1034173.82992646,19800189.176149,7853790.87595148,376803.744300718,NA,18884856.241652,7920977.35395787,10481087.6851681
"sp|P0A6R0|FABH_ECOLI","ecoli","dda",NA,7338650.09046981,9796965.96783375,NA,NA,NA,NA,NA,NA,4159111.64611981,12396857.7119185,NA,NA,NA,NA,9240978.52745102
"sp|P0A6R3|FIS_ECOLI","ecoli","dda",6719400,8796533.52780394,8649035.30279881,8520419.98667799,7632388.7437229,7096357.81405132,4249122.70131274,8397956.41590524,3692977.9854653,11110665.3109029,8826469.0413471,NA,NA,19286458.6155124,3586367.67391767,6398033.65824894
"sp|P0A6S0|FLGH_ECOLI","ecoli","dda",1086800,4833121.02617232,5396525.72667736,301338.082613019,1519612.29662793,1636908.10972571,488465.970862234,781082.077604016,1091422.88987747,495961.605329754,8364915.16047868,3162340.56646569,612211.977427771,6532081.80392626,NA,740011.311302764
"sp|P0A6S7|GPDA_ECOLI","ecoli","dda",4050300,4737384.31523694,8515255.6850777,5472171.85084854,5060368.26325805,6377277.48329377,NA,8482361.3675697,3033415.36257657,7925113.581318,NA,NA,NA,2378905.3042157,NA,NA
"sp|P0A6T5|GCH1_ECOLI","ecoli","dda",59663350,126195503.807081,106874446.659851,37829035.251764,51090322.0326135,129129203.463053,56317442.254199,106563437.261973,50271419.8022583,99527418.4700179,102567103.402148,52072005.3925829,51729937.8077336,116991823.955963,48659357.0375106,93882395.7033554
"sp|P0A6T9|GCSH_ECOLI","ecoli","dda",4063300,NA,5074533.65472197,3557169.9794197,2120970.37265418,4285501.04650128,2188590.37602984,2986455.6802072,2868710.30495537,2879787.61601369,2733928.01630344,NA,3285475.37375658,2231481.64798847,1647225.87777914,1711766.29381896
"sp|P0A6W5|GREA_ECOLI","ecoli","dda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8391637.20504442,NA,4839803.86802098,NA,NA,8869856.94760091
"sp|P0A6X7|IHFA_ECOLI","ecoli","dda",17090000,26186424.7950504,16443309.7665465,11731147.437739,NA,10488628.1010817,12233640.0263402,11443630.0721607,5529434.07513874,17290240.9209014,18493804.5220877,10757035.2295052,5494797.12007426,14824055.5501784,5325073.55688168,24970554.6164711
"sp|P0A6Y1|IHFB_ECOLI","ecoli","dda",1444800,958546.079112209,1313118.38365086,386205.349217722,1295601.68068951,1364296.04734298,949824.456964826,909707.153347655,358087.673246749,1824661.52367591,1872884.35807412,697521.653408154,999722.783599241,1672703.45485695,903904.461049692,1498819.29076014
"sp|P0A6Y8|DNAK_ECOLI","ecoli","dda",493505790,872267784.060096,1002551315.39243,345237234.727387,391308798.678104,942808023.559873,483994857.572732,816970373.688591,499865129.299516,610668085.647636,925005122.678939,465072421.112015,503720021.979503,920786421.921296,519391495.371687,778738846.3492
"sp|P0A6Z1|HSCA_ECOLI","ecoli","dda",NA,NA,775390.442729686,NA,NA,NA,NA,2364683.74543599,NA,772545.092370426,NA,NA,NA,1364265.36199025,NA,1309521.69044488
"sp|P0A6Z3|HTPG_ECOLI","ecoli","dda",11265110,29597162.47328,39447275.8926353,20729965.6972268,12802932.3690735,18640333.3940178,11494636.0284653,35222421.7218717,537067.876235499,39122649.1862653,30317122.6602007,9958108.80353144,10146191.9689598,29638483.4330114,6589372.13867781,29013926.7883971
"sp|P0A705|IF2_ECOLI","ecoli","dda",21150400,41979510.6884333,34998401.0537833,13950211.0334813,17178900.8744532,25418342.2236666,14380947.0591544,23914343.9844359,16122111.6125473,19943257.1208727,43283433.420591,7525524.64492997,18648666.760852,16307069.0591903,17932521.7847818,32093979.9552359
"sp|P0A707|IF3_ECOLI","ecoli","dda",18402200,35695383.5485174,32873064.4579701,11536794.4707117,16843579.067947,32445851.9209433,11396187.9069195,27582092.2226996,24159357.8338654,48307240.4821866,53149093.083939,37428299.0270197,26298597.3731214,38227649.1607051,17457841.1175366,51272621.7965875
"sp|P0A715|KDSA_ECOLI","ecoli","dda",14496400,30096477.9987286,45616275.5955307,9705438.92305629,12085303.3181379,29148497.8837911,16424283.8164876,20843147.0778564,19167617.3657026,28470957.1827879,26294768.544505,21835042.7042869,12719496.3508584,26639174.56494,5371448.15929663,29690545.4149432
"sp|P0A717|KPRS_ECOLI","ecoli","dda",36504500,78145499.6655054,97016317.5481697,50931512.8059915,40745322.4838312,87067711.6772764,28610069.8354363,47495103.4587079,33709069.4941634,95763052.2201634,94715121.6650163,54948406.1660872,41366115.362322,108724998.340794,36124741.3430874,86735669.0482944
"sp|P0A722|LPXA_ECOLI","ecoli","dda",5052900,7388647.14133458,10622668.4097788,3905373.4830157,7171873.39861906,7216253.57296445,NA,11247212.0153192,4912622.64911227,5597751.42869653,7082565.63912194,2750315.9726877,3554631.11537858,10449338.9551071,2802978.6007017,7824778.57874302
"sp|P0A734|MINE_ECOLI","ecoli","dda",4150300,10130188.4850418,7825930.52333382,3916526.32618549,5398845.14886191,17060504.4922163,5370888.85763746,14071751.423708,4198335.10044598,8062402.10449423,9250126.78494009,3621181.85505568,4223031.13939893,9192866.11867638,4951245.44604619,13606084.9550562
"sp|P0A746|MSRB_ECOLI","ecoli","dda",NA,2003047.78671988,5315171.66082578,1967831.12854894,NA,2934430.31047891,3641545.967092,4849417.56156604,3487865.5698572,NA,5734012.27895856,2643023.78880267,3118451.89042254,2782997.59204476,NA,3091212.40882594
"sp|P0A749|MURA_ECOLI","ecoli","dda",10417700,14179403.7857557,6574801.81250165,5836693.7249772,7761115.97091005,15882878.0503763,7616420.32981275,8397344.395937,6518311.36281793,5562420.6252739,11452912.9277764,2460184.34286689,3241398.31523471,12314803.2497038,7225065.4255078,2843661.51777007
"sp|P0A763|NDK_ECOLI","ecoli","dda",11754000,41342648.6911733,34725433.9573599,20809444.3796052,20803329.5387549,28384107.2539596,20707937.4550651,32560975.5467788,23138144.0541909,47408922.0914591,34871470.008808,18154421.5445504,13250461.6576821,45966820.5073505,10723858.3239176,54532758.5107246
"sp|P0A780|NUSB_ECOLI","ecoli","dda",1784900,5597923.07499021,21838430.3939733,1166352.59886253,1303173.87052405,4378475.4264192,NA,1928703.58673892,NA,18760765.6631101,5121395.30664823,5438743.4775857,9807043.49088877,15353535.7556121,4174007.10957157,3102883.54264743
"sp|P0A790|PAND_ECOLI","ecoli","dda",NA,25338025.0572539,NA,20706720.8240939,NA,NA,NA,NA,NA,49644140.6363888,57244344.852074,31043142.4050153,NA,NA,NA,NA
"sp|P0A794|PDXJ_ECOLI","ecoli","dda",NA,NA,NA,NA,NA,NA,NA,1734673.08032303,2581086.27645011,3775161.77312257,NA,NA,NA,NA,NA,2227343.74930175
"sp|P0A796|PFKA_ECOLI","ecoli","dda",15830830,28763587.1885564,27187430.704823,16513756.6051513,21093142.4843555,38139650.0227518,4424797.09713,29522565.4242124,20652402.1736206,23783846.3077409,33764170.6312433,11735165.0361839,13681641.4014632,22914201.0199883,22920964.5435019,26194938.4570392
"sp|P0A799|PGK_ECOLI","ecoli","dda",234867300,406047555.354519,389596710.300219,194081401.166103,237168204.438716,437851514.648657,226467587.115922,506736728.794963,217377586.569972,429302956.703126,465890801.65688,233317262.801216,207882304.402452,380204509.698038,234996805.293438,345037210.029268
"sp|P0A7B8|HSLV_ECOLI","ecoli","dda",9468900,NA,15502141.2273646,4666114.78554506,5866175.46481684,10364730.9131595,NA,12059483.5720742,NA,9930245.72124225,8215618.6398842,NA,NA,15475852.7793221,NA,13864078.4395313
"sp|P0A7C2|LEXA_ECOLI","ecoli","dda",2906300,3653714.61232298,3669434.40416489,3582645.4211865,1931791.82995463,7486497.14244105,NA,NA,2463151.94027833,5502445.49600707,4348744.04274907,3896147.51331767,NA,2648438.49132222,3243586.13901472,3913208.31630635
"sp|P0A7D4|PURA_ECOLI","ecoli","dda",54854100,72052518.4558608,58991616.0900479,24238333.1829024,35527225.5063197,82748522.1291909,32411478.6639138,37874788.4798533,30453434.8738703,80372670.7304696,60927219.3892563,41557003.9973834,30779050.7779154,70501291.5438726,44266657.0660243,74763542.8282471
"sp|P0A7D7|PUR7_ECOLI","ecoli","dda",9268310,16266289.4219606,8410404.58133865,9782851.3944896,6160127.87419362,10942731.4490732,8527240.20581863,16025003.0641182,4245636.10218394,11075770.6902386,13513202.7835816,1581405.77968562,5106204.79348536,8750595.14999467,5762361.64996921,11567526.9142355
"sp|P0A7E1|PYRD_ECOLI","ecoli","dda",471520,1722125.49262511,1074676.58309834,390666.486485641,415852.045396454,NA,553920.970163235,612726.145130676,387740.946982027,667294.192791631,1564585.81921733,389548.812324989,587755.331761814,1657597.97678046,328361.474320447,837199.094958407
"sp|P0A7E5|PYRG_ECOLI","ecoli","dda",1975820,3480689.88389358,7513856.79902942,NA,2994801.07955991,6477313.2085219,1714803.54853926,NA,278524.418753884,1349113.27143479,2681494.91651236,3637101.41526338,4182219.04817498,NA,1956686.04046267,4113501.35322187
"sp|P0A7E9|PYRH_ECOLI","ecoli","dda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14840259.3177701,NA,NA,NA,NA,NA
"sp|P0A7F3|PYRI_ECOLI","ecoli","dda",2177900,4208157.89036267,NA,NA,1706897.79186885,3652627.97307269,2589680.49348942,8426876.04077832,2048154.58646524,5844739.91558627,3768861.84108159,3088771.47461827,3480557.1698071,6648589.02837608,1974581.75545775,4517957.32932002
"sp|P0A7G2|RBFA_ECOLI","ecoli","dda",7561300,3425452.967436,12059766.139067,4891989.20932075,6172331.72014361,10958766.5873818,4547738.41790168,9942802.42366021,7726608.02829009,6884272.47431468,8866163.67544913,5783029.87168702,5772258.12226033,12071600.9028158,NA,9619164.21461413
"sp|P0A7G6|RECA_ECOLI","ecoli","dda",NA,5576472.37521963,4973933.27140477,1742543.69651903,2244775.67644889,NA,NA,NA,NA,2509468.45421345,1797326.20737052,1269608.47620936,2647011.018649,4604265.9136979,1077257.60641388,2321603.51166534
"sp|P0A7I0|RF1_ECOLI","ecoli","dda",NA,3110406.04866802,3254753.01189965,2623853.10363136,2137250.58079844,4052329.53990335,2405422.29383388,4767702.8075642,NA,5032676.66531349,6336987.60555939,2859586.32677606,NA,3770559.71986112,4414862.14990355,4093906.13380578
"sp|P0A7J0|RIBB_ECOLI","ecoli","dda",10655000,NA,21586575.2089785,29708826.237358,NA,23767311.4233204,30079661.7889863,27186128.7542339,14188179.400234,21247988.7966501,45061923.3002509,20993152.3054685,34245425.7460222,20093605.7270169,19630613.2791045,42388943.7694612
"sp|P0A7J3|RL10_ECOLI","ecoli","dda",163584000,422909028.009503,311296409.229923,167582222.314994,167368048.811219,346047994.049992,153875266.764486,343519578.269274,150644145.490211,274590328.117464,296792405.321741,137389563.115839,193802377.802734,334894860.484147,147287104.100279,262246588.969372
"sp|P0A7J7|RL11_ECOLI","ecoli","dda",151581100,274529112.252204,229887107.62797,129017381.170061,169294615.830187,312640916.498695,137275574.174776,303096668.190865,143217570.049178,209996481.432096,271570360.319359,117186614.447733,135262289.580823,261362430.671971,132936166.08306,261455101.815215
"sp|P0A7K2|RL7_ECOLI","ecoli","dda",165116900,142817994.925486,132114752.222547,177760119.154392,122111026.319224,182938272.951908,154239770.864609,178378263.865401,196810029.242518,243092393.446873,233800224.241728,148896871.204174,85511840.2276797,150246087.831759,87340559.3579361,201799841.71889
