"protein","species","quant","Intensity.03_1x_dda","Intensity.04_2x_dda","Intensity.08_2x_dda","Intensity.11_1x_dda","Intensity.15_1x_dda","Intensity.16_2x_dda","Intensity.19_1x_dda","Intensity.20_2x_dda","Intensity.23_1x_dda","Intensity.24_2x_dda","Intensity.28_2x_dda","Intensity.31_1x_dda","Intensity.35_1x_dda","Intensity.36_2x_dda","Intensity.39_1x_dda","Intensity.40_2x_dda"
"sp|Q08209|PP2BA_HUMAN","human","dda",13026700,26983452.0172642,15122646.3541469,26327718.5621672,23990767.1277055,24091750.818053,18513335.6203212,14904502.1101695,20704984.7670325,11857519.2388092,20807118.4048124,13363481.7092626,29368074.7540752,17629524.6157903,27275608.0517854,15931097.6663378
"sp|Q08211|DHX9_HUMAN","human","dda",259377510,253910131.980612,285659735.795446,256498135.348022,302402077.189659,278449882.506603,245523212.232802,282136833.789393,282540549.547187,323779737.323752,304932902.132637,289000700.495709,247028864.386582,338868296.319246,308279650.804456,331099828.679069
"sp|Q08257|QOR_HUMAN","human","dda",8165900,2269615.03236767,5280055.98711858,5981598.50734016,9182946.05614131,2597677.69486166,9192834.50669874,2968801.25804631,10915268.2481403,5080198.77683072,1196372.8594505,7477106.5742391,7646145.29080831,4787025.59899692,2547459.42293241,3655214.83183124
"sp|Q08379|GOGA2_HUMAN","human","dda",1449500,4585974.0323779,3460676.80122499,2353249.90882732,1746651.78850017,1437189.72653495,5630080.58917111,7537093.16386939,3989934.94704891,7030611.78972573,5847243.08508339,5283692.61307757,4167118.57442211,4277360.95889705,5752500.94503466,1908025.62308038
"sp|Q08623|HDHD1_HUMAN","human","dda",NA,NA,NA,NA,NA,559008.45925647,NA,456661.053228395,375777.823672516,NA,331859.911484649,NA,NA,NA,NA,353164.414303702
"sp|Q08722|CD47_HUMAN","human","dda",10124400,13690022.1721602,14973280.7615457,20397141.3773702,3395369.92180698,8152028.93792943,16376611.5508711,18730669.3632903,8885376.51481242,13799841.0615377,16835952.2757202,7649866.77199603,15690820.6524186,18149501.649577,12374208.3854384,8447034.29248893
"sp|Q08945|SSRP1_HUMAN","human","dda",31771200,38718021.8485058,43163468.2214406,49209044.2271781,47322400.3709472,62133218.7187206,65506725.8062155,41233315.3105351,55021564.5709613,75482451.3540182,27648749.3211274,47949338.5512684,44514666.1700223,45168180.6019056,69733636.0974782,51156115.2151063
"sp|Q08AM6|VAC14_HUMAN","human","dda",NA,423599.46763245,NA,252969.962760844,169465.608496968,NA,387109.980915147,324538.720523361,293923.758333148,NA,NA,271367.272463566,416609.827214151,310098.035512461,209837.753622019,340264.740079946
"sp|Q08J23|NSUN2_HUMAN","human","dda",29196800,42525046.1949652,30189986.1125828,40874548.0060581,27043129.4703243,41525903.4551325,26782600.3664855,31186486.3060088,29525168.6231715,32870939.8526123,36714620.6382813,29485474.6677696,45384892.1881679,35520230.8322505,34991834.2137756,23653743.5863061
"sp|Q09028|RBBP4_HUMAN","human","dda",98351550,110227952.222231,108882427.949351,81080935.0477312,100179440.495122,98256016.1206486,79853519.3917918,70658882.295275,85931920.7582569,92633331.8836414,104940365.760161,94523189.4211591,94942188.1165714,115646544.187984,113534008.740063,103595338.502009
"sp|Q09161|NCBP1_HUMAN","human","dda",8745100,9902254.33175433,6812653.2352178,9702198.72861959,11623551.1820278,14502090.8195067,14565568.7423601,5660629.85299131,13150739.0437301,3495034.30117068,6454645.48079586,8383796.17700345,7743482.12837745,5065626.22280594,14275947.844345,2584439.4928927
"sp|Q09666|AHNK_HUMAN","human","dda",88540400,79632966.5106657,88437974.0874976,93369489.8472618,72282104.9098803,61482692.2820165,84653068.0291317,82995321.716715,84016336.2439272,101588272.957316,90605928.8859768,81808434.5002893,72249879.7632953,108092248.953511,88064198.4170932,75566957.0621433
"sp|Q0VDF9|HSP7E_HUMAN","human","dda",3178500,3428509.55569847,2279448.82621885,3322725.47615563,3773095.99138654,3003278.42725357,4351317.4994525,3704738.45612461,3694780.93844635,3280966.70796395,3179189.00580182,2424012.0877204,3095495.08910907,2378075.33289282,2917401.83023923,3752576.65871054
"sp|Q10471|GALT2_HUMAN","human","dda",NA,NA,3971117.47854921,NA,4919525.53233564,2681987.21563849,1391708.61286103,1587351.13082424,NA,2601066.83345733,NA,462458.514104634,NA,3115089.86761364,3917726.41201525,3963373.7160654
"sp|Q10567|AP1B1_HUMAN","human","dda",97081600,124293061.439743,139841381.193804,136170932.177518,125935575.340536,108624233.573055,125596707.906928,102357145.079125,129721045.834895,114875566.564139,118317785.225931,135507579.083687,122671861.468461,110292098.319456,99145287.6257189,99314202.8108983
"sp|Q10570|CPSF1_HUMAN","human","dda",4826200,4701906.05861892,1156798.1401372,1951982.35141291,3255789.22252366,9387028.81041504,1162154.77080156,1536674.53235478,10111957.2446335,7806471.87105926,6065403.94274871,7665503.7364604,6779500.53366759,7964197.32156227,4651030.91462307,6755846.05040786
"sp|Q10713|MPPA_HUMAN","human","dda",1647000,NA,5420022.76456483,6743830.7689038,2798933.76917318,2956938.34865524,3425413.05611518,20328646.7748818,4348616.53421883,4639239.81732313,1347169.90106599,7486243.83660683,4916020.44838172,3857084.23027176,5767828.97151707,6419328.35855482
"sp|Q12765|SCRN1_HUMAN","human","dda",11053300,12518148.0651005,11852189.2917998,11763772.4389694,16797767.3194481,15390246.2370359,11089337.8899059,7167796.27973432,16140565.3665885,15285043.3535634,12705794.7703587,14325560.07772,10205675.5919188,18460844.6420737,14681808.6016065,11459415.3588364
"sp|Q12768|WASC5_HUMAN","human","dda",6086200,5584714.24714166,4577553.59206695,823056.346261241,2372303.9735789,5558382.09434902,4062068.47434833,4201752.47429219,5026845.02326425,2777208.33582951,3243062.24812901,5111883.82098985,4480983.96197995,4466781.1640622,3816873.85560547,4687014.72650802
"sp|Q12769|NU160_HUMAN","human","dda",4685610,3897870.51617483,4577246.59559204,4571421.27711602,5025346.88527331,4198675.92145769,4490112.29506555,3351851.77773148,4595090.81233323,3757125.61606669,3042439.39502137,5602714.94772501,4235723.69976958,3644341.83093357,3717407.65573104,6150493.00502975
"sp|Q12788|TBL3_HUMAN","human","dda",5980500,7651295.40417441,7595919.31828464,4862639.62203181,8592693.85853905,2386881.82621549,2971058.61842135,2143583.12504006,2574616.85692989,2065292.64686336,3730869.92586866,7256116.70295351,5965503.37420577,1100438.22772856,8240620.40302431,5247423.6688367
"sp|Q12789|TF3C1_HUMAN","human","dda",1669300,5129828.41536545,3819508.45016977,5155900.69822291,1946810.0064598,4676537.75419086,3790028.99733035,1178323.38995947,1157283.70171441,4858857.83612928,3199781.26236682,4166845.97585535,NA,1255746.6115232,NA,3767626.27863825
"sp|Q12792|TWF1_HUMAN","human","dda",15989000,2554521.80759031,1918137.59036132,7648972.04089475,10693194.0780072,2689033.84981265,3530264.08019838,6992496.27454436,2066120.48264104,881459.927118977,1605876.75227788,3127487.09145475,4055293.44446847,2818582.6125134,NA,1511923.72171761
"sp|Q12846|STX4_HUMAN","human","dda",NA,NA,NA,NA,NA,NA,3515445.13546128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q12849|GRSF1_HUMAN","human","dda",15301300,11963158.9677282,15141656.520478,12132649.7918517,16767857.1696017,17899333.4705264,14937496.294988,8082194.46525615,10195062.7714538,10568163.0052621,12138895.8002206,12946464.5906858,15717756.6326264,12806768.7513432,14583103.9215191,15660204.507639
"sp|Q12874|SF3A3_HUMAN","human","dda",33081700,23718033.278142,29063120.1287495,19191108.136493,23111598.0269664,37908390.9638421,28273148.5447156,31111799.6934005,20690582.3543957,26345656.6929509,28939410.2390615,28441283.396158,27615195.4360062,43228641.3667415,21437563.050675,31359415.1730498
"sp|Q12904|AIMP1_HUMAN","human","dda",32942940,25008459.3442391,25697139.932478,20185519.113182,13147933.9582514,18835270.6579881,6357033.70934471,23800061.024981,15825154.6509637,45246327.9757871,8408877.23379651,26676472.9790499,12179664.6172163,19094112.7614341,21937139.5571114,41252861.2703057
"sp|Q12905|ILF2_HUMAN","human","dda",145568200,175683523.562284,148725906.407973,140285568.217904,131377746.035568,184100761.634739,105196794.800346,195884557.017495,195767742.124177,147292156.646564,187211143.01184,120424313.879087,150168191.688777,135550574.090212,136679904.749889,167552517.097916
"sp|Q12906|ILF3_HUMAN","human","dda",152054600,233692547.246203,213671199.596436,204744364.504543,176307586.825129,157661010.523085,177608687.50954,185333938.059439,243336397.534976,224211459.43385,254145756.839692,216572899.817311,179728593.422745,236130161.245734,253712813.782177,204347322.621348
"sp|Q12907|LMAN2_HUMAN","human","dda",45467300,48878121.2329732,45724999.5778764,29389737.5243527,34920541.6567765,34700039.2998708,42562665.5108695,42371168.0394076,44241920.8094186,30902239.8775754,37139278.7292216,38938679.0765479,34952189.1357931,32936166.9916595,50983359.2183223,34392783.8046025
"sp|Q12931|TRAP1_HUMAN","human","dda",178965920,167532323.147782,133936705.455807,174688015.674014,187068640.34437,167566886.391304,158404313.739828,171066642.89313,187333793.219,175766243.440642,154036315.314092,174683261.790309,180686657.264228,142689064.066562,168416935.052402,175545779.754992
"sp|Q12955|ANK3_HUMAN","human","dda",1624900,1622175.05644217,1025557.14711248,1986450.50672505,1058566.89823568,NA,308653.45462783,1507670.83880475,277241.140455612,NA,334616.187686372,367958.497534428,1105497.52102893,545031.793096258,NA,792132.137868747
"sp|Q12996|CSTF3_HUMAN","human","dda",7332800,9258995.33191644,7007985.64615869,6750264.19843753,7717752.56379093,4238204.74405886,5547471.9623301,2155083.72004773,6020887.24095384,6342228.16057009,5767640.97701819,4228197.51173272,6467461.48719202,1571384.70561591,7759818.28826027,2970262.60622321
"sp|Q13011|ECH1_HUMAN","human","dda",83763790,58295360.5057927,70036404.6528302,111943669.658941,58372206.729212,30610902.497538,47757963.8535089,75035026.833046,114244221.699869,63439183.6875852,73842171.8911543,74579927.4014593,101356012.312872,77433274.2804473,99926030.9058286,88902210.2855208
"sp|Q13045|FLII_HUMAN","human","dda",3067500,2912382.79480624,4618998.11618002,2297697.01000681,1034891.18468635,3535027.15138537,3628544.44010569,4294059.88159057,4683011.28417352,1421955.79207159,2342164.32590181,3466130.99054754,3216094.81867586,3296023.61600231,4523876.63633837,2480894.01265535
"sp|Q13057|COASY_HUMAN","human","dda",2941400,1817250.885908,1359049.77932033,3079358.69835573,3018767.06038622,1165813.3995815,2446565.83568413,2678932.45989986,1674837.26333156,2888075.08842147,2649962.69108493,2233033.88437667,3202014.64720359,2938409.72225475,3345024.47987606,1970271.67012834
"sp|Q13084|RM28_HUMAN","human","dda",2228510,1733194.70868993,1278758.39357421,3637587.8485914,1320337.50081567,1557320.86362509,947126.290611752,1118247.91340626,2493759.71853298,1573780.10566831,867524.632000933,1374263.0998233,849748.551374005,1792945.55025974,3902925.59153924,1951945.94246126
"sp|Q13085|ACACA_HUMAN","human","dda",56886000,74602586.3776972,57703529.7266591,50856847.4559285,51172858.90181,58028076.2003512,47013801.1852492,70817772.094723,65856993.8188587,78818224.4255631,58259590.989697,52613374.0580839,53978275.9132614,71636899.8064084,55860405.3005046,74880356.5448289
"sp|Q13098|CSN1_HUMAN","human","dda",4257420,13472938.9072045,8431457.45498355,9290564.89697473,1548840.94938925,8361662.62682663,4565912.59540943,1330033.7243954,7578553.77172912,11856516.0184651,1862657.40274649,4134225.00721673,1324362.56324021,10995885.4458676,6567258.77563152,10800282.9573492
"sp|Q13144|EI2BE_HUMAN","human","dda",2622160,7665050.05135555,6465239.49362838,4701216.89194263,11727429.0062412,11923670.0017515,8766524.22291302,8587783.48847331,1322094.81539331,4263577.41673366,4810925.80120784,4540654.20527675,6117732.47447113,5747136.4253089,4920784.65456521,2257238.23242347
"sp|Q13148|TADBP_HUMAN","human","dda",33717600,20456871.9298141,20737729.9558479,28272809.6304847,20373267.0171023,18444822.395741,20745166.5586829,19231886.8153057,19149587.8358922,18119577.008403,12023855.8552761,19032455.9389409,11388920.1467293,13915817.9315467,21239685.0629389,22245242.4907856
"sp|Q13151|ROA0_HUMAN","human","dda",49327220,60671104.6491881,40140922.6201414,37628471.9120663,51017931.8977953,40535535.0642378,35655597.3093209,54168256.4569648,54673382.5335045,56390677.5002,41660667.8253319,54715330.6168451,61286946.0217388,47114369.9822943,62233017.6659578,55683542.5433604
"sp|Q13155|AIMP2_HUMAN","human","dda",22597100,8801991.72112979,16994616.3977042,18991331.3657346,26139577.918318,21097975.7846961,22574565.2864768,21917208.4946543,20700763.7359357,28623512.1025048,34285947.5508204,24102308.3530391,26246868.047495,18985075.2788902,29875592.8138741,22069192.6511414
"sp|Q13162|PRDX4_HUMAN","human","dda",60956600,63724734.5708807,80720236.2064567,62750709.0055974,57294974.3830342,64410208.3585458,50274668.0342365,120568438.156177,51657360.3643921,75287543.08847,62193084.463368,91450054.9110052,47558635.9939611,68072380.4674532,57419958.772034,70297900.8443901
"sp|Q13177|PAK2_HUMAN","human","dda",60879500,97030848.5729412,71576700.4279156,96846359.3558589,87297000.1327863,76011704.4805184,64986944.3294937,29861530.3297015,74775565.8797338,64980217.3726738,65650987.2673286,67098120.3180228,82524293.119858,69508749.5881189,90950065.5176902,97055715.5623992
"sp|Q13185|CBX3_HUMAN","human","dda",186401300,144604570.764903,175594662.964281,205910951.900104,220357791.562244,170186218.878451,163780934.453449,140349125.294656,190051925.133221,179744044.818704,169013898.910268,217058399.304355,181958157.96631,201108795.051744,143332375.637073,190302546.364317
"sp|Q13200|PSMD2_HUMAN","human","dda",163362900,102834392.706903,127313162.049135,97412442.4556531,137795500.000439,141886744.790261,132673942.330495,124138414.52314,142690185.091011,127129783.117057,122058988.527058,143660673.515692,154380938.181188,131534820.092288,141208936.289401,115882216.773116
"sp|Q13228|SBP1_HUMAN","human","dda",38214220,42956527.2937602,46092568.8187994,33343995.6799568,30081786.1493426,20604270.0584231,39145780.3380464,53036910.6436887,27549969.9988039,38568697.083219,39269699.3192714,46812738.4715873,26822828.6848931,36346415.4109736,36222762.6079813,27594460.9697865
"sp|Q13232|NDK3_HUMAN","human","dda",2932800,2147799.07372138,3343191.61178765,4188655.69952856,4115611.37823549,5546686.74117897,5021133.80156902,2466406.84455351,1980066.59741642,2932565.72976849,NA,NA,NA,512393.170823853,4023743.63467293,3407356.8056748
"sp|Q13242|SRSF9_HUMAN","human","dda",35900300,68764175.3047701,53871859.4930601,50878096.5571257,31765083.9495604,40791038.0753794,38312815.8424564,35066709.7184126,60899085.2331049,54590889.2983164,44226282.0794483,49847157.3649047,41008642.2552914,31377584.593699,58014627.6211066,42313490.9130889
"sp|Q13243|SRSF5_HUMAN","human","dda",7811100,10067855.9172606,6159293.89126549,7579472.21819453,2630578.74851861,765037.919818245,2988393.98773644,1860439.82105014,7557448.61624514,6451797.2694561,3782270.75233322,3269444.3531885,14126289.1353482,2336265.52750255,7343686.77694815,3365791.18873159
"sp|Q13247|SRSF6_HUMAN","human","dda",26887960,16799958.8162021,26417755.1195494,34246554.1882663,52648602.9786632,40945652.1154011,22372412.5120444,31818480.9918979,45191133.1315148,32884755.9414815,47333350.2983038,35578615.688331,33783943.0245073,30137036.8320261,32586515.3880136,34078789.3534576
"sp|Q13257|MD2L1_HUMAN","human","dda",2516100,1843886.86933814,2297242.814207,3166667.85062287,1962585.40194842,NA,2255834.83280853,NA,1280732.95288702,1828260.03143192,1076331.17776929,1707631.8783739,2796260.83625501,2174213.62670949,4139152.93470391,2088518.6838461
"sp|Q13263|TIF1B_HUMAN","human","dda",461583800,448361980.785426,411567267.253971,482616865.088308,402884922.711135,445827157.065192,409313317.655824,344667788.259148,409985144.525793,418506561.069581,528600139.845428,420260187.327333,407789007.90769,443556905.5001,393196683.203261,430774995.088258
"sp|Q13268|DHRS2_HUMAN","human","dda",133718000,171782661.956167,139804305.46568,134459029.450129,158222673.436973,127143538.450683,124889592.600511,148178273.042272,136491919.09354,152214479.074026,142661642.319269,129786239.862769,117657483.880229,167021872.820906,128560746.752895,105718768.208953
"sp|Q13283|G3BP1_HUMAN","human","dda",69190300,66329056.934376,89755095.2328791,47967674.0832051,70763918.7090045,56369248.4978917,54047361.6622517,53832368.4650523,38799123.9278219,39431281.2014723,77799886.5410226,58495905.8909981,74519307.5169631,73274941.5838934,46611503.4102373,50374558.7625337
"sp|Q13286|CLN3_HUMAN","human","dda",1278500,918417.44178057,2163852.8458579,1473114.48520655,1936839.95651099,NA,5490279.22372686,1310731.55616615,1050241.32266929,1598609.80918477,NA,NA,NA,2322985.98633641,1138862.60456933,NA
"sp|Q13310|PABP4_HUMAN","human","dda",7593200,NA,NA,855939.623859771,10010939.7739153,NA,NA,NA,8907330.11875806,NA,NA,547077.099516332,NA,1274732.20553416,1807437.92528006,NA
"sp|Q13330|MTA1_HUMAN","human","dda",3092200,2410338.17269469,3992961.45849484,1240900.55057644,2733093.57856187,6570434.69980045,2238080.05939711,8525572.6675254,3287101.45261514,1653895.97379983,2492354.77391306,5156053.53567264,4479024.9816012,5146652.17320247,3828589.54463662,5722029.30190404
"sp|Q13347|EIF3I_HUMAN","human","dda",35072700,27118575.0512389,30677319.4013915,31751334.455805,30256262.0234467,25105921.8270975,30735917.3586547,21337403.6434198,17257547.7663737,20090010.8099042,22282811.6560259,20723367.5691676,17501571.5158431,26028938.1497897,17551068.7130019,21334689.2959755
